year,date,type,registration,operator,fatalities,location,damage
1994,25 Mar 1994,Cessna 500 Citation I,XA-SMH,Transportadora Fruyleg,2,"Ciudad Alemán Airport, Veracruz",w/o
1994,1 Apr 1994,Learjet 35A,XC-PGR,Procuraduría General de la República - PGR,0,Mexico City-Benito Juárez International Airport (MEX),sub
1994,3 Apr 1994,Cessna 208,N9421F,Skydiving Productions Over Tx,0,"WHITEWRIGHT, Texas",min
1994,4 Apr 1994,Saab 340B,PH-KSH,KLM Cityhopper,3,Amsterdam-Schiphol Airport (AMS),w/o
1994,4 Apr 1994,Learjet 55,I-KILO,ICIPA,0,Sevilla Airport (SVQ),w/o
1994,6 Apr 1994,Cessna 208B Grand Caravan,JA8898,Nozaki Sangyo,1,15 km NE of Hiroshima West Airport (HIW),w/o
1994,6 Apr 1994,Boeing 737-2J8C,,Sudan Airways,0,Luxor Airport (LXR),non
1994,6 Apr 1994,Dassault Falcon 50,9XR-NN,Rwanda Government,12,2 km E of Kigali Airport (KGL),w/o
1994,6 Apr 1994,de Havilland Canada DHC-6 Twin Otter 300,FAE450,Fuerza Aérea Ecuatoriana,17,Loma Lozán,w/o
1994,7 Apr 1994,Lockheed L-100-30 Hercules,D2-THC,Angola Air Charter,0,Malange Airport (MEG),w/o
1994,7 Apr 1994,McDonnell Douglas DC-10-30F,N306FE,FedEx,0,"Memphis International Airport, TN (MEM)",non
1994,23 Apr 1994,Curtiss C-46F Commando,C-GIXZ,"Relief Air Transport, lsf Air Manitoba",0,near Lokichoggio Airport (LKG),w/o
1994,24 Apr 1994,Douglas C-47A-20-DK (DC-3),VH-EDC,South Pacific Airmotive,0,"0,1 km S off Sydney-Kingsford Smith International Airport, NSW (SYD)",w/o
1994,25 Apr 1994,IRMA/Britten-Norman BN-2A-21 Islander,PK-ZAA,Dirgantara Air Service,10,48 km from Nangapinoh,w/o
1994,25 Apr 1994,Boeing 757-260,,Ethiopian Airlines,0,Sana'a International Airport (SAH),non
1994,26 Apr 1994,Cessna 208A Cargomaster,PT-OGI,Pena Táxi Aéreo,2,"near Jacareacanga, PA",w/o
1994,26 Apr 1994,Airbus A300B4-622R,B-1816,China Airlines,264,Nagoya-Komaki International Airport (NGO),w/o
1994,27 Apr 1994,Boeing 727-44F,S9-TAN,Transafrik,0+7,M'Banza Congo Airport (SSY),w/o
1994,29 Apr 1994,Cessna 208 Caravan I,HK-3479,Lineas Aéreas de los Libertadores,8,near El Rosal,w/o
1994,30 Apr 1994,IRMA/Pilatus Britten-Norman BN-2A-21 Islander,JDFT-5,Jamaica Defence Force-Air Wing,0,Up Park Camp,w/o
1994,xx Apr 1994,Let L-410UVP-E,CCCP-67608,Tuva Airlines,0,Kyzyl Airport (KYZ),w/o
1994,7 May 1994,Tupolev Tu-134A-3,RA-65976,Aeroflot-Nord,0,Arkhangelsk Airport (ARH),w/o
1994,7 May 1994,Embraer EMB-110EJ Bandeirante,PT-GJW,RICO Taxi Aéreo,0,"near São Gabriel da Cachoeira Airport, AM (SJL)",w/o
1994,8 May 1994,Antonov An-24,,Cubana de Aviación,0,"Miami International Airport, FL (MIA)",non
1994,8 May 1994,IRMA/Britten-Norman BN-2A-8 Islander,CS-DAF,Aerocondor Transportes Aéreos - ATA,0,near Bragança,w/o
1994,9 May 1994,Douglas C-47A-1-DK (DC-3),6816,South African Air Force - SAAF,0,Bloemspruit Air Force Base (BFN),w/o
1994,11 May 1994,Beechcraft B200C Super King Air,VH-AMM,New South Wales Department of Health,0,"Dubbo Airport, NSW (DBO)",sub
1994,12 May 1994,Antonov An-28,RA-28713,KoryakAvia,0,Palana,w/o
1994,20 May 1994,Antonov,,Yemen Air Force,0,Aden International Airport (ADE),w/o
1994,21 May 1994,de Havilland Canada DHC-5D Buffalo,JW9024,Tanzanian People's Defence Force,2,near Bukoba Airport (BKZ),w/o
1994,21 May 1994,Douglas DC-6A/B,HK-1276W,Inversiones Agropecuarias del Casanare,0,Mitú Airport (MVP),w/o
1994,23 May 1994,IRMA/Pilatus Britten-Norman BN-2B-27 Islander,HK-2890,Aerolineas Llaneras - Arall,4,near Puerto Lleras,w/o
1994,24 May 1994,Antonov An-2P,RA-07730,Aeroflot,,Oktyabrsky,w/o
1994,26 May 1994,unknown,,Garuda Indonesia Airways,0,unknown airport,non
1994,28 May 1994,Fokker 50,PH-AVH,Avianca,0,Cúcuta-Camilo Daza Airport (CUC),sub
1994,28 May 1994,Douglas DC-3A,HK-2213,Transoriente Colombia,7,near Villavicencio-La Vanguardia Airport (VVC),w/o
1994,30 May 1994,Hawker Siddeley HS-125-3A,N900CD,DB Aviation,0,"Waukegan Memorial Airport, IL (UGN)",sub
1994,30 May 1994,Swearingen SA227-AC Metro III,ZK-NSW,Air New Zealand Link Opb Air Nelson,0,28NM North-East of Palmerston North,sub
1994,6 Jun 1994,Tupolev Tu-154M,B-2610,China Northwest Airlines,160,29 km SE of Xian-Xianyang International Airport (XIY),w/o
1994,7 Jun 1994,Boeing 737,,China Southern Airlines,0,Taipei,non
1994,13 Jun 1994,Swearingen SA226-TC Metro II,XA-SLU,Aero Cuahonte,9,"5,9 km NNW of Uruapan Airport (UPN)",w/o
1994,18 Jun 1994,Learjet 25D,XA-BBA,TAESA,12,"1,5 km S of Washington-Dulles International Airport, DC (IAD)",w/o
1994,18 Jun 1994,Fokker F-27 Friendship 500F,PK-MFI,Merpati Nusantara Airlines,12,Mount Kalora,w/o
1994,23 Jun 1994,de Havilland Canada DHC-3 Otter,N13GA,Wings of Alaska,7,"Taku Inlet, AK",sub
1994,23 Jun 1994,ATR 42-320,,Ethiopian Airlines,0,Addis Ababa-Bole Airport (ADD),non
1994,24 Jun 1994,British Aerospace 3201 Jetstream 32,N495UE,"United Express, opb Atlantic Coast Airlines",0,"Orlando International Airport, FL (MCO)",sub
1994,25 Jun 1994,Antonov An-2P,RA-70263,"Aeroflot, East Siberia Civil Aviation Directorate",0,Kirensk,w/o
1994,26 Jun 1994,Antonov An-2T,D-FONJ,E. Siebzehnrübl,0,Aichach,w/o
1994,26 Jun 1994,Douglas C-47A-5-DK Dakota 3 (DC-3C),C-FROD,Buffalo Airways,0,"0,9 km S of Fort Simpson Airport, NT (YFS)",w/o
1994,26 Jun 1994,Fokker F-27 Friendship 400M,TU-TIP,Air Ivoire,17,"5,5 km from Abidjan-Felix Houphouet Boigny Airport (ABJ)",w/o
1994,28 Jun 1994,Grumman G-159 Gulfstream I,F-GIIX,Air Provence,0,Lyon Satolas Airport (LYS),w/o
1994,29 Jun 1994,British Aerospace BAe-146-100,ZE700,The Queens Flight,0,Islay-Glenegedale Airport (ILY/EGPI),sub
1994,29 Jun 1994,Cessna 550 Citation II,HB-VIS,Cat Aviation,0,Zürich-Kloten Airport (ZRH),min
1994,29 Jun 1994,McDonnell Douglas MD-11,N1752K,American Airlines,0,Caribbean Sea,min
1994,29 Jun 1994,Boeing 767-231,N606TW,Trans Word Airlines (TWA),0,"East Hampton, NY",non
1994,30 Jun 1994,Airbus A330-321,F-WWKH,Airbus Industrie,7,Toulouse-Blagnac Airport (TLS),w/o
1994,1 Jul 1994,Fokker F-28 Fellowship 4000,5T-CLF,Air Mauritanie,80,Tidjikja Airport (TIY),w/o
1994,2 Jul 1994,McDonnell Douglas DC-9-31,N954VJ,USAir,37,"Charlotte-Douglas Airport, NC (CLT)",w/o
1994,5 Jul 1994,Fokker F-27 Friendship 200,AP-ALN,Pakistan International Airlines - PIA,0,Dera Ismail Khan,w/o
1994,5 Jul 1994,Douglas DC-9-32,N901VJ,Valujet Airlines,0,"Valdosta, GA",non
1994,6 Jul 1994,Antonov An-32P,UR-48018,"Heliservicio, lsf Antonov Design Bureau",5,Sierra de Mariola,w/o
1994,7 Jul 1994,Boeing 737-2H4,N60SW,Southwest Airlines,0,"South Bend, IN",non
1994,8 Jul 1994,Boeing 737-4U3,PK-GWK,Garuda Indonesia Airways,0,Medan-Polonia Airport (MES),sub
1994,8 Jul 1994,Consolidated PBY-5A Catalina,N2172N,"Erickson Group, Ltd.",0,"Lincoln City, OR",sub
1994,9 Jul 1994,Antonov An-2,OK-NYA,ACM Praha,,Bad Kirchheim,w/o
1994,9 Jul 1994,Beechcraft 200 Super King Air,VT-EUJ,Punjab Government (India),11,"18,5 km SE of Sunder Nagar, Himachal Pradeh State",w/o
1994,13 Jul 1994,Learjet 35,N69PS,Mid-Atlantic Jet Charter,0,"Atlantic City International Airport, NJ (ACY)",sub
1994,13 Jul 1994,Avro Shackleton MR.3,1716,South African Air Force - SAAF,0,Western Sahara,w/o
1994,13 Jul 1994,Antonov An-26,,Russian Air Force,1,near Lyakhovo,w/o
1994,14 Jul 1994,Let L-410UVP,RA-67470,"Aeroflot, Far East Civil Aviation Directorate",0,Blagoveshchensk Airport (BQS),w/o
1994,17 Jul 1994,IRMA/Pilatus Britten-Norman BN-2B-26 Islander,8P-TAD,"Air Martinique, lsf Trans Island Air",6,13 km NNW of Fort de France-Lamentin Airport (FDF),w/o
1994,17 Jul 1994,Yakovlev Yak-40D,RA-87256,"Sankuru Air Service, lsf Impulse-Aero",5,Boma Airport (BOA),w/o
1994,17 Jul 1994,Antonov An-24B,RA-46575,Bykovo Avia,0,Kherson Airport (KHE),w/o
1994,19 Jul 1994,Embraer EMB-110P1 Bandeirante,HP-1202AC,Alas Chiricanas,21,10 km from Colon-Enrique A. Jimenez Airport (ONX),w/o
1994,19 Jul 1994,Ilyushin Il-76,,Soviet Air Force,,Luanda ??,w/o
1994,20 Jul 1994,Boeing 737-3W0,B-2540,China Yunnan Airlines,0,Kunming Airport (KMG),w/o
1994,23 Jul 1994,Airbus A300B4-2C,OO-ING,European Airlines,0,London Gatwick Airport (LGW/EGKK),sub
1994,29 Jul 1994,Lockheed P-2V-7 Neptune,N918AP,Neptune Aviation Services,2,"32 km W of Missoula, MT",w/o
1994,31 Jul 1994,Antonov An-26B,UR-26207,"Air Ukraine, opf United Nations - UN",7,near Saborsko,w/o
1994,xx Jul 1994,Douglas DC-6A,V5-WAC,West Air Aviation,0,,w/o
1994,xx Jul 1994,Lockheed L-188PF Electra,9Q-CGD,Filair,,,w/o
1994,1 Aug 1994,Cessna 500 Citation I,VR-BLV,SANTOM Ltd.,0,Grenchen Airport (ZHI),min
1994,1 Aug 1994,de Havilland Canada DHC-8-311,N433AW,"United Express, opb Atlantic Coast Airlines",0,"Washington-Dulles International Airport, DC (IAD)",sub
1994,1 Aug 1994,Douglas C-47A-30-DK (DC-3),1-041,Türk Hava Kuvvetleri (Turkish Air Force),0,Eskisehir Airport (ESK),w/o
1994,1 Aug 1994,Antonov An-2V,RA-50582,Arkhangelsk Aviation Enterprise,0,"Purnema, Arkhangelsk region",w/o
1994,2 Aug 1994,Grumman HU-16,N7025N,private,,"St. Ignace, MI",min
1994,4 Aug 1994,Beechcraft A100 King Air,N7GA,Westchester Air,1,"1,6 km S of North Adams-Harriman-and-West Airport, MA)",w/o
1994,4 Aug 1994,Antonov An-30,RA-30037,Aeroflot,0,Olyokminsk Airport,sub
1994,5 Aug 1994,Antonov An-12,,Russian Air Force,47,"5,2 km from Bada Air Base",w/o
1994,6 Aug 1994,Antonov An-2R,HA-MBT,MÉM Repülögépes Szolgálat,0,,w/o
1994,7 Aug 1994,Boeing 737,,COPA Panama - Compañía Panameña de Aviación,,Managua-Augusto C. Sandino Airport (MGA),non
1994,8 Aug 1994,Reims Cessna F406 Caravan II,5Y-JJG,Tawakal Airlines,0,"ca 0,9 km from Nairobi-Wilson Airport (WIL)",w/o
1994,10 Aug 1994,Airbus A300B4-622R,HL7296,Korean Air,0,Jeju (Cheju) International Airport (CJU),w/o
1994,13 Aug 1994,Lockheed C-130A Hercules,N135FF,Hemet Valley Flying Service,3,"ca 11 km S of Pearblossom, CA",w/o
1994,13 Aug 1994,Antonov An-24,,Uzbekistan Air Force,,,w/o
1994,18 Aug 1994,McDonnell Douglas DC-9-31,5N-BBE,ADC Airlines,0,Monrovia-Sprigg Payne Airport (MLW),w/o
1994,18 Aug 1994,Antonov An-2R,RA-40894,Tyumenaviatrans,,Verkhnya Tavda,w/o
1994,19 Aug 1994,McDonnell Douglas MD-11C,I-DUPO,Alitalia,0,"Chicago-O'Hare International Airport, IL (ORD)",min
1994,19 Aug 1994,Boeing 757-2S7,N901AW,America West Airlines,0,"Phoenix, AZ",non
1994,20 Aug 1994,Beechcraft 99 Airliner,N14MV,Alpine Aviation,0,"Helena Airport, MT (HLN)",sub
1994,21 Aug 1994,ATR 42-312,CN-CDT,Royal Air Maroc - RAM,44,near Tizounine,w/o
1994,26 Aug 1994,Dassault Falcon 200,XA-SKO,Aerocorp,0,"New Orleans-Lakefront Airport, LA (NEW)",sub
1994,27 Aug 1994,Boeing 737-4Q8,TC-JEL,THY Turkish Airlines,0,Istanbul-Atatürk Airport (IST),sub
1994,27 Aug 1994,CASA C-212 Aviocar 200,N119CA,US Drug Enforcement Administration - DEA,5,Puerto Pisana,w/o
1994,31 Aug 1994,Cessna 208 Caravan I,N9825F,Alaska Island Air,0,"Cape Sabine, AK",sub
1994,2 Sep 1994,British Aerospace 3216 Jetstream 32,HB-AEB,Zimex Aviation,0,Aden International Airport (ADE),w/o
1994,8 Sep 1994,Canadair CL-600-2B19 Regional Jet CRJ-100LR,N403SW,SkyWest Airlines,0,"Burbank/Glendale/Pasadena Airport, CA (BUR)",sub
1994,8 Sep 1994,British Aerospace BAe-125-700A,N311NW,"Navellier Management, Inc.",0,"Reno/Tahoe International Airport, NV (RNO)",sub
1994,8 Sep 1994,Boeing 737-3B7,N513AU,USAir,132,"near Aliquippa, PA",w/o
1994,9 Sep 1994,Tupolev Tu-134AK,RA-65760,MAP Zhukovski LII,8,"Samoyliha, Shatura district",w/o
1994,10 Sep 1994,Learjet 24D,PT-LAU,Thor Taxi Aéreo,0,"Brasilia International Airport, DF (BSB)",w/o
1994,13 Sep 1994,Boeing 737-3Q8,5W-ILF,Polynesian Airlines,1,"Faleolo International Airport, Upolu",min
1994,13 Sep 1994,de Havilland Canada DHC-6 Twin Otter 300,5N-ATQ,Aerocontractors Company of Nigeria,2,ca 14 km NE Abuja International Airport (ABV),w/o
1994,14 Sep 1994,Boeing 737-2R4C,,Alyemda,0,Sana'a International Airport (SAH),non
1994,17 Sep 1994,Learjet 35A,B-98181,Golden Eagle Aviation,4,off Taitung,w/o
1994,17 Sep 1994,de Havilland Canada DHC-6 Twin Otter 100,C-FDMR,Pacific Coastal Airlines,3,"Fish Egg Inlet, BC",w/o
1994,18 Sep 1994,BAC One-Eleven 515FB,5N-IMO,Oriental Airlines,5,Tamanrasset-Aguemar Airport (TMR),w/o
1994,19 Sep 1994,Boeing 737-4B7,N433US,USAir,0,Atlantic Ocean,non
1994,19 Sep 1994,Britten-Norman BN-2A-26 Islander,P2-ALF,Airlink,0,Rabaul-Lakunai Airfield (RAB),w/o
1994,20 Sep 1994,Antonov An-26,508,Fortele Aeriene Române,0,Oradea Airport (OMR),w/o
1994,23 Sep 1994,Embraer EMB-110EJ Bandeirante,PT-GJY,Purus Aerotaxi,2,"29 km from Tarauacá, AC",w/o
1994,23 Sep 1994,Lockheed L-100-30 Hercules,PK-PLV,"Heavylift Cargo Airlines, lsf Pelita Air Service",6,"0,5 km S off Hong Kong-Kai Tak International Airport (HKG)",w/o
1994,24 Sep 1994,Airbus A310-325,YR-LCA,Tarom,0,Paris-Orly Airport (ORY/LFPO),non
1994,26 Sep 1994,Douglas C-47D,2009,Transporte Aéreo Militar - TAM Paraguay,1,Bahia Negra Airport (BFA),w/o
1994,26 Sep 1994,Vickers 843 Viscount,PK-IVU,Bouraq Indonesia Airlines,0,Pontianak Airport (PNK),sub
1994,26 Sep 1994,Yakovlev Yak-40,RA-87468,Cheremshanka Airlines,28,41 km NNW of Vanavara,w/o
1994,28 Sep 1994,Embraer EMB-110P1 Bandeirante,ZK-KIP,"Air New Zealand Link, opb Eagle Airways",0,Auckland International Airport (AKL),sub
1994,29 Sep 1994,Rockwell 1121B Jet Commander,LV-WEN,Radeair,8,"2 km N of Córdoba-Pajas Blancas Airport, CD (COR)",w/o
1994,29 Sep 1994,Antonov An-8,RA-59504,MAP Kaluga Motors,0,Elista Airport (ESL),sub
1994,30 Sep 1994,Antonov An-8,RA-27209,MAP Arsenyev MSZ,8,Chaybukha,w/o
1994,30 Sep 1994,Lockheed PV-2,N6857C,Combat Air Museum,0,"Lafayette, LA",sub
1994,xx Sep 1994,Britten-Norman BN-2A-27 Islander,8R-GGU,Kayman Sankar Aviation,,,w/o
1994,1 Oct 1994,McDonnell Douglas DC-9-83 (MD-83),SX-BAQ,Venus Airlines,0,München-Franz Josef Strauss Airport (MUC),sub
1994,1 Oct 1994,Beechcraft 1900D,N31YV,Mesa Airlines,0,"Denver, CO",sub
1994,5 Oct 1994,IPTN/CASA CN-235-10,PK-MNL,Merpati Nusantara Airlines,0,Denpasar-Ngurah Rai Bali International Airport (DPS),sub
1994,8 Oct 1994,Antonov An-32B,HK-3929X,SELVA Colombia,0,Mitú Airport (MVP),w/o
1994,9 Oct 1994,Boeing 707-324C,HK-3355X,TAMPA Colombia,0,"São Paulo-Guarulhos International Airport, SP (GRU)",w/o
1994,12 Oct 1994,Fokker F-28 Fellowship 1000,EP-PAV,Iran Aseman Airlines,66,"13,8 km N of Isfahan Airport (IFN/OIFM)",w/o
1994,14 Oct 1994,Lockheed C-130E Hercules,2460,Força Aérea Brasileira - FAB,21,"Formosa do Rio Preto, BA",w/o
1994,14 Oct 1994,Learjet 23,N20TA,Kalitta Flying Services,0,"Holland, MI",sub
1994,16 Oct 1994,Antonov An-2,OB-1542,Unknown,3,within Huánuco,w/o
1994,19 Oct 1994,Boeing 747-312,VH-INH,Ansett Australia Airlines,0,"Sydney-Kingsford Smith Airport, NS (SYD)",sub
1994,22 Oct 1994,Airbus A300B4-103,HS-THO,Thai Airways International,0,Bangkok International Airport (BKK),sub
1994,22 Oct 1994,de Havilland Canada DHC-8-300,,TABA - Transportes Aéreos da Bacia Amazônica,0,"Itaituba Airport, PA (ITB)",non
1994,23 Oct 1994,Antonov An-72,RA-72960,Federal Border Guard Aviation Command,0,Vorkuta Airport (VKT),w/o
1994,27 Oct 1994,Tupolev Tu-154,,Aeroflot,0,Moskva-Vnukovo Airport (VKO),non
1994,27 Oct 1994,Yakovlev Yak-40,RA-88254,Donavia,1,Makhachkala Airport (MCX),w/o
1994,29 Oct 1994,Antonov An-2R,RA-33008,Yakutavia,7,Batagay,w/o
1994,29 Oct 1994,Antonov An-12A,RA-11790,Aeronika,23,"2,1 km from Ust-Ilimsk Airport (UIK)",w/o
1994,31 Oct 1994,ATR 72-212,N401AM,"American Eagle, opb Simmons Airlines",68,"near Roselawn, IN",w/o
1994,xx Oct 1994,North American T-39A Sabreliner,N7143N,Essam al-Ridi,0,Khartoum-Civil Airport (KRT),w/o
1994,3 Nov 1994,McDonnell Douglas DC-9-83 (MD-83),F-GHED,Air Liberté Tunisie,0,Kajaani Airport (KAJ),sub
1994,3 Nov 1994,McDonnell Douglas MD-82,SE-DIZ,Scandinavian Airlines System - SAS,0,Oslo-Gardermoen Airport (GEN),non
1994,4 Nov 1994,de Havilland Canada DHC-6 Twin Otter 100,PK-YNM,Trigana Air Service,4,near Nabire,w/o
1994,4 Nov 1994,McDonnell Douglas MD-11F,N611FE,FedEx,0,"Anchorage International Airport, AK (ANC)",sub
1994,5 Nov 1994,Yakovlev Yak-40,OB-1569,Servicios Aéreos Amazonicos,6,Saposoa Airport (SQU),w/o
1994,6 Nov 1994,Antonov An-26,RA-88286,Kosmos i Transport - KiT,0,75 km SE of Zyryanka,w/o
1994,6 Nov 1994,Boeing 757-231,N518US,Northwest Airlines,0,"St Paul, MN",non
1994,9 Nov 1994,Learjet 55,PT-LIG,Líder Táxi Aéreo,0,"Rio de Janeiro-Santos Dumont Airport, RJ (SDU)",w/o
1994,12 Nov 1994,Beechcraft 200 Super King Air,D2-EOJ,Endiama,0,Huambo-Albano Machado Airport (NOV),w/o
1994,13 Nov 1994,Fairchild F-27F,N990H,Aerosur Patagonia,0,"Córdoba-Pajas Blancas Airport, CD (COR)",sub
1994,13 Nov 1994,Fokker F-27 Friendship 400M,7T-VRK,Air Algérie,0,Palma de Mallorca Airport (PMI),non
1994,16 Nov 1994,Beechcraft C99 Commuter,N63995,Ameriflight,1,"Avenal, CA",w/o
1994,17 Nov 1994,Beechcraft 300LW Super King Air,VH-KDV,Executive Air,0,"near Canobie, QLD",sub
1994,18 Nov 1994,Tupolev Tu-134A-3,HA-LBK,Malev Hungarian Airlines,0,Budapest-Ferihegy Airport (BUD),w/o
1994,21 Nov 1994,Dassault Falcon 10,TC-ATI,Top Air,0,Paris-Le Bourget Airport (LBG),w/o
1994,22 Nov 1994,Boeing 727-23,HC-BRF,AECA - Aeroservicios Ecuatorianos,0,"Miami International Airport, FL (MIA)",sub
1994,22 Nov 1994,IRMA/Britten-Norman BN-2A-20 Islander,P2-SWC,Southwest Air,7,54 km ESE of Tabubil,w/o
1994,22 Nov 1994,McDonnell Douglas DC-9-82 (MD-82),N954U,Trans World Airlines - TWA,0+2,"Saint Louis-Lambert International Airport, MO (STL)",sub
1994,24 Nov 1994,Douglas C-47B,2028,Transporte Aéreo Militar - TAM Paraguay,0,Puerto la Victoria Airport (PCJ),w/o
1994,24 Nov 1994,de Havilland Canada DHC-6 Twin Otter 300,C-GKBD,Kenn Borek Air,4,Rothera Research Station,w/o
1994,24 Nov 1994,Tupolev Tu-134,RA-65615 ?,Komi Avia,0,Tallinn-Ulemiste Airport (TLL),non
1994,25 Nov 1994,Boeing 757-24APF,N413UP,United Parcel Service - UPS,0,"Tulsa International Airport, OK (TUL)",sub
1994,26 Nov 1994,Boeing 737-2C0,N11244,Continental Air Lines,0,"Houston-Intercontinental Airport, TX (IAH)",w/o
1994,30 Nov 1994,Tupolev Tu-134A,65896,STIGL,0,Grozny Airport (GRV),w/o
1994,30 Nov 1994,Tupolev Tu-134A-3,65075,STIGL,0,Grozny Airport (GRV),w/o
1994,30 Nov 1994,Tupolev Tu-134A-3,65014,STIGL,0,Grozny Airport (GRV),w/o
1994,30 Nov 1994,Tupolev Tu-134A-3,65030,STIGL,0,Grozny Airport (GRV),w/o
1994,30 Nov 1994,Tupolev Tu-134A-3,65858,"Aeroflot, North Kavkaz Civil Aviation Directorate",0,Grozny Airport (GRV),w/o
1994,30 Nov 1994,Fokker F-28 Fellowship 4000,PK-GKU,Merpati Nusantara Airlines,0,Semarang-Achmad Yani Airport (SRG),w/o
1994,30 Nov 1994,Douglas DC-8-71 (F),N826BX,Air Transport International - ATI,0,"Chicago, IL",min
1994,2 Dec 1994,IRMA/Pilatus Britten-Norman BN-2B-20 Islander,N16VM,"Southern Cross Aviation, lsf Trans Island Air",0,"320 km NE off Majuro, Marshall Islands",w/o
1994,4 Dec 1994,Cessna 208B Grand Caravan,LN-PBC,Air Team,1,"1,5 km S of Oslo-Gardermoen Airport (OSL)",w/o
1994,5 Dec 1994,Dornier Do 28D-2 Skyservant,D-IDNG,Unknown,0,Nuuk Airport (GOH),w/o
1994,5 Dec 1994,Let L-410UVP-E,J2-KBE,Puntavia Airline de Djibouti,0,Aden International Airport (ADE),non
1994,6 Dec 1994,Antonov An-8,D2-FVA,Von Haaf Air,0,Dundo Airport (DUE),w/o
1994,8 Dec 1994,ATR 72-202,F-OHOC,Air Gabon,0,Oyem Airport (OYE),w/o
1994,11 Dec 1994,Boeing 747-283B,EI-BWF,Philippine Air Lines,1,near Minami-Daito Island,sub
1994,11 Dec 1994,Boeing 737-3M8,N681MA,Markair,0,"Anchorage, AK",non
1994,13 Dec 1994,British Aerospace 3201 Jetstream 32,N918AE,"American Eagle, opb Flagship Airlines",15,"7,4 km SW of Raleigh/Durham Airport, NC (RDU)",w/o
1994,14 Dec 1994,Learjet 35A,N521PA,Phoenix Air,2,"Fresno, CA",w/o
1994,14 Dec 1994,Learjet 35A,D-CATY,Air Charter,1,Moskva-Sheremetyevo Airport (SVO),w/o
1994,15 Dec 1994,Beechcraft 1900D,N39ZV,"United Express, opb Mesa Airlines",0,"Farmington Municipal Airport, NM (FMN)",sub
1994,15 Dec 1994,Embraer EMB-110 Bandeirante,,TABA - Transportes Aéreos da Bacia Amazônica,0,unknown location,non
1994,15 Dec 1994,Basler BT-67 Turbo 67 (DC-3T),N96BF,SL Aviation Services,2,Lobito Airport,w/o
1994,15 Dec 1994,Cessna 208B Super Cargomaster,N927FE,Baron Aviation Services,0,"Memphis, TN",sub
1994,17 Dec 1994,Douglas C-47A-10-DK Dakota 3,YV-761C,Servivensa,7,Cerro Aicha,w/o
1994,17 Dec 1994,de Havilland Canada DHC-6 Twin Otter 200,P2-MFS,MAF PNG - Mission Aviation Fellowship,28,28 km E of Olsobip,w/o
1994,19 Dec 1994,Boeing 707-3F9C,5N-ABK,Nigeria Airways,3,near Kiri Kasama,w/o
1994,21 Dec 1994,North American Sabreliner 40,N747E,Corporate Flight,0,"Buenos Aires-Jorge Newbery Airport, BA (AEP)",w/o
1994,21 Dec 1994,Boeing 737-2D6C,7T-VEE,"Phoenix Aviation Ltd, lsf Air Algérie",5,"1,7 km NE of Coventry-Baginton Airport (CVT)",w/o
1994,22 Dec 1994,Fokker F-27 Friendship 600,CP-2165,Lloyd Aéreo Boliviano - LAB,0,Guayaramerin Airport (GYA),w/o
1994,23 Dec 1994,Beechcraft B100 King Air,ZS-MSG,Private,2,Vrede,w/o
1994,23 Dec 1994,Yakovlev Yak-42,,Tongyong Airlines,0,Xiamen Airport (XMN),non
1994,26 Dec 1994,Airbus A300B2-1C,F-GBEC,Air France,7,Marseille-Provence Airport (MRS),sub
1994,29 Dec 1994,Boeing 737-4Y0,TC-JES,THY Turkish Airlines,57,4 km from Van Airport (VAN),w/o
1994,31 Dec 1994,Ilyushin Il-76TD,EW-76836,Belair,0,Sarajevo Airport (SJJ),w/o
1994,31 Dec 1994,Lockheed C-130B Hercules,TAM67,Fuerza Aérea Boliviana,,near Trinidad,w/o
1994,unk. date 1994,Rockwell Sabreliner 60,XC-AA26,Unknown,0,,w/o
1994,unk. date 1994,GAF Nomad N.24A,212,Royal Thai Navy,,Ban Chang Rayong Near U-Tapao International Airport - UTP,w/o
1994,unk. date 1994,Antonov An-26,038,Força Aérea de Moçambique,,Quelimane Airport (UEL),w/o
1995,2 Jan 1995,Boeing 737-298C,9Q-CNI,Air Zaire,0,Kinshasa-N'Djili Airport (FIH),w/o
1995,2 Jan 1995,Cessna 208 Caravan I,N242SS,Taquan Air Service,0,"Craig, AK",sub
1995,3 Jan 1995,de Havilland Canada DHC-6 Twin Otter 310,P2-IAA,Islands Nationair,0,Bili,w/o
1995,4 Jan 1995,Fokker 50?,,Sudan Airways,0,Port Sudan Airport (PZU),non
1995,5 Jan 1995,Fokker 50,LN-BBA,"Braathens SAFE, lsf Norwegian Air Shuttle",0,Ålesund-Vigra Airport (AES),sub
1995,5 Jan 1995,Lockheed L-1329-25 JetStar II,1003,Imperial Iranian Air Force - IIAF,12,near Isfahan-Shahid Beheshti Airport (IFN),w/o
1995,6 Jan 1995,McDonnell Douglas MD-88,N981DL,Delta Air Lines,0,"Monroe, LA",non
1995,8 Jan 1995,Cessna 208 Caravan I,VH-MMV,A. McVinish,0,"Toogoolawah Airport, QLD",sub
1995,10 Jan 1995,Rockwell Sabreliner 60,N771WW,Wallace's Bookstore Inc,0,"Lexington-Blue Grass Airport, KY (LEX)",w/o
1995,10 Jan 1995,Douglas DC-9-14,HK-3839X,Intercontinental de Aviación,51,near Maria La Baja,w/o
1995,10 Jan 1995,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,Merpati Nusantara Airlines,14,Molo Strait,mis
